iter	F1	Logloss
0	0.9528015569	0.6739839583
1	0.9593243617	0.6538940136
2	0.959008636	0.6334810694
3	0.9600500814	0.6169609782
4	0.9612033256	0.5983602031
5	0.9624099985	0.5831361008
6	0.9630685572	0.5658963461
7	0.9621815121	0.5508159485
8	0.9637976231	0.5348695765
9	0.9624031675	0.518589984
10	0.9607239547	0.5060413376
11	0.9608115566	0.4927560877
12	0.9623026367	0.4808871167
13	0.962444417	0.4685886606
14	0.9614742411	0.4560689668
15	0.9618433682	0.4441176578
16	0.9606218974	0.4323577379
17	0.9604875958	0.4221195237
18	0.9617891429	0.4123116905
19	0.9622592981	0.4017034439
20	0.9607226482	0.3911271226
21	0.9608440939	0.3817452319
22	0.9623368403	0.3716714086
23	0.962205026	0.3634739717
24	0.9623937126	0.352384117
25	0.9625281646	0.3420672704
26	0.9624867908	0.3329319254
27	0.962484205	0.3260226588
28	0.9639317569	0.3173210339
29	0.9640403886	0.3105624354
30	0.9626988694	0.3038706194
31	0.9641205849	0.2978682926
32	0.964185269	0.2909626909
33	0.9641645691	0.2837309746
34	0.9642007944	0.277505252
35	0.964185269	0.2714495399
36	0.9642240836	0.2647528577
37	0.9670274945	0.2581164834
38	0.9670119659	0.2529908202
39	0.9670456119	0.2478875536
40	0.9670016137	0.242103166
41	0.9669990257	0.2371822484
42	0.9670870257	0.2306800501
43	0.9670611417	0.2262492105
44	0.9670300827	0.2227995249
45	0.9683833235	0.2186545065
46	0.9684014407	0.2145336358
47	0.967035259	0.2110335985
48	0.9670223182	0.2080184475
49	0.969893231	0.2043847636
50	0.9699346556	0.1997570784
51	0.968512747	0.1964907598
52	0.9685360469	0.1931243487
53	0.9685075694	0.1893684813
54	0.9684687391	0.1861566475
55	0.9684506194	0.1833188774
56	0.9685489918	0.1795842664
57	0.968533458	0.1763139774
58	0.9685464028	0.1734427753
59	0.9685386358	0.1706844825
60	0.9685904177	0.1676423028
61	0.9686137213	0.1647332301
62	0.9686007747	0.1632344605
63	0.9686447946	0.1608527359
64	0.9700408224	0.159103491
65	0.9700201051	0.1570841635
66	0.9700537712	0.1554346445
67	0.9700796697	0.1534766226
68	0.971440817	0.1512236071
69	0.9714952088	0.1492982639
70	0.9715081602	0.1477074647
71	0.9714770775	0.1459816955
72	0.971440817	0.1446416261
73	0.9714330472	0.1418629117
74	0.9714200979	0.1406914072
75	0.9713993797	0.1387943855
76	0.9714589469	0.1368385218
77	0.9714822578	0.1350451556
78	0.9714718973	0.1329982498
79	0.9714770775	0.1313741713
80	0.9714796677	0.1292681079
81	0.9714667171	0.1277857387
82	0.9728577469	0.1259386513
83	0.971461537	0.1243412756
84	0.9728422056	0.1221638995
85	0.9728370252	0.1203504476
86	0.972847386	0.1186952683
87	0.9728447958	0.1174597706
88	0.9728577469	0.1162444299
89	0.9728629275	0.1146122173
90	0.9728499762	0.1136838583
91	0.9728681081	0.1127219553
92	0.9728603372	0.1107840496
93	0.9728862407	0.1094958691
94	0.9728629275	0.1084600675
95	0.9728862407	0.1069734735
96	0.9729121456	0.1056876344
97	0.9729199174	0.1047274722
98	0.9729147362	0.1041376275
99	0.9728966025	0.102804613
100	0.9729173268	0.1016376081
101	0.9729121456	0.1004078826
102	0.9729069645	0.09968633576
103	0.9729095551	0.09893328097
104	0.9729095551	0.09809938466
105	0.9729017835	0.09729702683
106	0.9729121456	0.09639018891
107	0.9729276892	0.09559449915
108	0.975693276	0.09489709989
109	0.975711413	0.09427083015
110	0.9771015431	0.09347865259
111	0.9771196822	0.0925634363
112	0.9771326392	0.09188389323
113	0.9771144995	0.09073605782
114	0.9771222736	0.09001130417
115	0.9771041343	0.08954541438
116	0.9771067256	0.08910805988
117	0.9771170909	0.08811574843
118	0.9771352306	0.08715362147
119	0.9771378221	0.08652096871
120	0.9771144995	0.08581607676
121	0.9785112717	0.0848327952
122	0.9785086802	0.08406961613
123	0.9785164549	0.08346510163
124	0.9785112717	0.0824957365
125	0.97853978	0.08171863083
126	0.9785345966	0.08089610588
127	0.9785656981	0.07992776896
128	0.9785708818	0.07928870263
129	0.9785864335	0.0784282511
130	0.9785786576	0.0778677459
131	0.9785708818	0.07718504185
132	0.9785864335	0.07683417382
133	0.9785864335	0.07648420674
134	0.9786019857	0.07576296019
135	0.9799769121	0.07546178205
136	0.9799795043	0.07501267952
137	0.9799976503	0.07446694589
138	0.9800002426	0.0736676116
139	0.9799976503	0.07319865246
140	0.9800443143	0.07255374774
141	0.9800183893	0.07187556882
142	0.9800624626	0.07141279928
143	0.9800728334	0.07098017861
144	0.9800909828	0.07036128448
145	0.9801220976	0.06979866178
146	0.9801817398	0.06929911094
147	0.9801817398	0.06861558228
148	0.9801972998	0.0680845286
149	0.9802076735	0.06756077416
150	0.9802024866	0.06705086999
151	0.9801972998	0.06683593907
152	0.9801972998	0.06643628211
153	0.9801947065	0.06589565388
154	0.9802284214	0.06554514216
155	0.9815866962	0.0649191422
156	0.9815970708	0.06430688561
157	0.9815866962	0.06396661524
158	0.9815918835	0.063602182
159	0.9815996645	0.06291596576
160	0.9815944771	0.06267890803
161	0.9815918835	0.06224479086
162	0.9815944771	0.06187818413
163	0.981612633	0.06164555483
164	0.9816074456	0.06143277704
165	0.981612633	0.06105370967
166	0.9816152268	0.06067548726
167	0.9829724124	0.06042491014
168	0.9843285232	0.06014068723
169	0.9843155539	0.05983733051
170	0.9843285232	0.05955487388
171	0.9843337111	0.05923855768
172	0.9856939504	0.05896267242
173	0.9856835743	0.05853769204
174	0.9870505511	0.05822470987
175	0.9870738989	0.05767555567
176	0.9870713046	0.05743628883
177	0.9884268764	0.05710927826
178	0.9884346595	0.05675640471
179	0.9884450372	0.05654070519
180	0.9884372539	0.05638246819
181	0.9884528206	0.05618007937
182	0.9898073785	0.05583412841
183	0.9898021893	0.05557655745
184	0.9898125677	0.05527103233
185	0.9898125677	0.0550589519
186	0.9898125677	0.0549294538
187	0.9898151623	0.05474822466
188	0.9898151623	0.05455974209
189	0.9898125677	0.05431619444
190	0.9898073785	0.05413603933
191	0.9911557468	0.05388688745
192	0.9924849662	0.05354063617
193	0.9924901555	0.05323404721
194	0.9924901555	0.0530506395
195	0.9924927502	0.05285772342
196	0.9924979396	0.05268580924
197	0.9924927502	0.05246241343
198	0.9924849662	0.05208165104
199	0.9924927502	0.05184524486
200	0.9925238875	0.05145422585
201	0.9925264824	0.05105271608
202	0.9925264824	0.05089624535
203	0.9925264824	0.0507156474
204	0.9925290773	0.05043415789
205	0.9925446468	0.05010771233
206	0.9925446468	0.04978157217
207	0.9925394569	0.04960007326
208	0.9925472418	0.04927204466
209	0.9925446468	0.04907716888
210	0.9925524318	0.0487388633
