iter	Passed	Remaining
238	2278	45385
239	2288	45393
240	2298	45390
241	2309	45402
242	2320	45422
243	2329	45408
244	2339	45399
245	2348	45393
246	2359	45406
247	2370	45420
248	2381	45433
249	2390	45422
250	2401	45432
251	2411	45444
252	2421	45439
253	2432	45451
254	2443	45463
255	2452	45456
256	2463	45466
257	2474	45476
258	2483	45455
259	2493	45460
260	2503	45454
261	2512	45431
262	2520	45402
263	2530	45398
264	2540	45386
265	2551	45406
266	2562	45424
267	2572	45429
268	2583	45444
269	2594	45453
270	2603	45436
271	2614	45451
272	2625	45453
273	2635	45449
274	2644	45442
275	2655	45448
276	2664	45433
277	2675	45441
278	2686	45454
279	2696	45455
280	2706	45459
281	2717	45465
282	2727	45461
283	2738	45470
284	2746	45440
285	2756	45435
286	2767	45450
287	2777	45446
288	2788	45448
289	2798	45453
290	2807	45428
291	2816	45411
292	2827	45417
293	2836	45400
294	2846	45404
295	2857	45416
296	2866	45396
297	2878	45411
298	2889	45427
299	2898	45413
300	2909	45423
301	2920	45437
302	2930	45419
303	2940	45416
304	2949	45408
305	2959	45404
306	2967	45365
307	2978	45375
308	2989	45382
309	2999	45373
310	3008	45353
311	3017	45336
312	3027	45331
313	3037	45337
314	3048	45341
315	3058	45329
316	3068	45334
317	3076	45292
318	3086	45294
319	3097	45297
320	3106	45274
321	3115	45259
322	3124	45236
323	3131	45199
324	3141	45182
325	3150	45174
326	3159	45146
327	3168	45124
328	3179	45136
329	3188	45125
330	3198	45118
331	3209	45121
332	3219	45116
333	3229	45120
334	3239	45116
335	3250	45118
336	3260	45109
337	3270	45111
338	3281	45112
339	3290	45102
340	3301	45103
341	3313	45129
342	3323	45127
343	3334	45128
344	3343	45114
345	3354	45115
346	3364	45118
347	3373	45096
348	3385	45110
349	3395	45107
350	3405	45109
351	3416	45112
352	3426	45103
353	3436	45104
354	3447	45106
355	3456	45094
356	3467	45097
357	3478	45098
358	3488	45096
359	3498	45097
360	3510	45107
361	3520	45104
362	3531	45112
363	3542	45121
364	3552	45114
365	3563	45120
366	3574	45119
367	3583	45103
368	3593	45097
369	3603	45098
370	3617	45135
371	3627	45128
372	3638	45133
373	3647	45115
374	3657	45112
375	3668	45112
376	3678	45113
377	3689	45107
378	3700	45117
379	3710	45115
380	3720	45106
381	3731	45104
382	3741	45102
383	3752	45102
384	3761	45092
385	3772	45092
386	3782	45083
387	3792	45082
388	3802	45067
389	3811	45054
390	3822	45055
391	3832	45048
392	3843	45053
393	3853	45044
394	3862	45032
395	3874	45045
396	3884	45040
397	3894	45033
398	3902	45001
399	3913	45000
400	3922	44984
401	3932	44979
402	3942	44968
403	3952	44967
404	3963	44967
405	3973	44966
406	3982	44947
407	3993	44948
408	4002	44931
409	4013	44928
410	4023	44920
411	4034	44922
412	4044	44922
413	4054	44917
414	4065	44918
415	4076	44921
416	4087	44920
417	4097	44916
418	4108	44916
419	4117	44900
420	4126	44885
421	4136	44879
422	4147	44874
423	4155	44848
424	4166	44849
425	4174	44824
426	4185	44822
427	4196	44823
428	4204	44800
429	4213	44780
430	4223	44769
431	4233	44768
432	4244	44769
433	4254	44765
434	4265	44768
435	4275	44753
436	4285	44745
437	4295	44740
438	4305	44736
439	4316	44732
440	4326	44731
441	4337	44729
442	4347	44721
443	4358	44721
444	4368	44714
445	4378	44707
446	4388	44699
447	4399	44700
448	4409	44691
449	4419	44685
450	4430	44683
451	4440	44680
452	4451	44679
453	4461	44675
454	4472	44672
455	4482	44671
456	4492	44661
457	4503	44656
458	4514	44660
459	4525	44662
460	4535	44656
461	4546	44659
462	4557	44663
463	4568	44656
464	4579	44663
465	4590	44666
466	4601	44662
467	4612	44664
468	4622	44655
469	4633	44656
470	4643	44654
471	4655	44658
472	4668	44680
473	4678	44677
474	4690	44683
475	4701	44686
476	4711	44675
477	4722	44680
478	4734	44685
479	4744	44680
480	4755	44682
481	4766	44675
482	4776	44670
483	4787	44667
484	4797	44661
485	4808	44659
486	4818	44649
487	4828	44645
488	4839	44646
489	4850	44643
490	4861	44648
491	4873	44650
492	4883	44643
493	4894	44644
494	4905	44642
495	4914	44630
496	4924	44621
497	4935	44619
498	4945	44611
499	4956	44609
500	4967	44609
501	4975	44581
502	4985	44575
503	4996	44568
504	5006	44563
505	5019	44580
506	5028	44566
507	5039	44565
508	5050	44563
509	5061	44562
510	5072	44559
511	5082	44551
512	5093	44547
513	5103	44541
514	5111	44518
515	5121	44508
516	5132	44506
517	5143	44500
518	5152	44488
519	5163	44486
520	5174	44482
521	5184	44477
522	5194	44465
523	5204	44453
524	5214	44449
525	5224	44441
526	5235	44437
527	5246	44435
528	5256	44425
529	5265	44413
530	5276	44410
531	5285	44389
532	5296	44387
533	5307	44384
534	5317	44375
535	5327	44366
536	5337	44363
537	5346	44346
538	5357	44339
539	5368	44336
540	5378	44331
541	5388	44323
542	5399	44317
543	5409	44311
544	5420	44309
545	5431	44304
546	5441	44293
547	5451	44291
548	5462	44283
549	5472	44276
550	5483	44273
551	5494	44273
552	5505	44271
553	5516	44268
554	5526	44258
555	5537	44258
556	5548	44256
557	5558	44250
558	5570	44251
559	5581	44249
560	5591	44245
561	5601	44234
562	5613	44239
563	5624	44236
564	5632	44208
565	5642	44206
566	5653	44204
567	5663	44194
568	5674	44190
569	5685	44190
570	5694	44171
571	5705	44169
572	5713	44142
573	5723	44130
574	5733	44125
575	5745	44128
576	5755	44122
577	5766	44119
578	5778	44118
579	5789	44117
580	5799	44113
581	5811	44112
582	5822	44112
583	5832	44103
584	5843	44100
585	5855	44102
586	5864	44091
587	5875	44087
588	5884	44068
589	5896	44071
590	5905	44056
591	5916	44051
592	5926	44045
593	5937	44039
594	5947	44031
595	5958	44027
596	5968	44021
597	5979	44016
598	5990	44012
599	6000	44004
600	6011	44000
601	6022	43996
602	6032	43988
603	6043	43983
604	6053	43978
605	6064	43971
606	6074	43964
607	6085	43962
608	6096	43954
609	6106	43947
610	6117	43941
611	6127	43937
612	6138	43932
613	6148	43923
614	6159	43918
615	6170	43913
616	6180	43907
617	6191	43902
618	6202	43897
619	6213	43893
620	6223	43883
621	6233	43877
622	6244	43869
623	6254	43862
624	6265	43855
625	6275	43848
626	6286	43842
627	6296	43837
628	6306	43822
629	6317	43822
630	6328	43817
631	6338	43806
632	6348	43800
633	6358	43789
634	6369	43784
635	6380	43778
636	6390	43767
637	6401	43766
638	6412	43760
639	6421	43748
640	6431	43739
641	6442	43730
642	6452	43725
643	6464	43722
644	6474	43716
645	6485	43710
646	6496	43709
647	6504	43683
648	6515	43680
649	6525	43672
650	6537	43672
651	6548	43667
652	6559	43667
653	6567	43643
654	6578	43640
655	6589	43638
656	6599	43628
657	6610	43623
658	6621	43615
659	6632	43614
660	6641	43596
661	6652	43594
662	6663	43591
663	6674	43584
664	6685	43580
665	6696	43577
666	6707	43574
667	6718	43570
668	6729	43564
669	6739	43556
670	6751	43554
671	6762	43552
672	6772	43544
673	6783	43537
674	6793	43531
675	6804	43524
676	6814	43515
677	6825	43509
678	6836	43505
679	6845	43491
680	6856	43485
681	6866	43476
682	6877	43470
683	6888	43468
684	6898	43458
685	6909	43452
686	6920	43444
687	6930	43435
688	6941	43429
689	6951	43420
690	6961	43413
691	6972	43407
692	6982	43397
693	6993	43391
694	7004	43386
695	7014	43376
696	7024	43367
697	7035	43361
698	7045	43351
699	7055	43342
700	7066	43336
701	7076	43327
702	7086	43318
703	7097	43312
704	7108	43303
705	7118	43296
706	7129	43290
707	7140	43285
708	7150	43277
709	7161	43272
710	7171	43261
711	7182	43255
712	7193	43249
713	7203	43239
714	7214	43233
715	7224	43228
716	7235	43218
717	7245	43213
718	7258	43214
719	7269	43212
720	7280	43207
721	7290	43198
722	7301	43192
723	7312	43186
724	7322	43177
725	7333	43171
726	7344	43165
727	7352	43143
728	7363	43141
729	7374	43134
730	7384	43127
731	7395	43117
732	7405	43110
733	7416	43105
734	7427	43098
735	7437	43089
736	7448	43083
737	7459	43077
738	7468	43065
739	7480	43061
740	7491	43060
741	7502	43051
742	7513	43047
743	7524	43043
744	7535	43037
745	7546	43035
746	7557	43029
747	7567	43017
748	7577	43007
749	7588	43003
750	7599	42998
751	7609	42986
752	7620	42978
753	7630	42970
754	7640	42959
755	7651	42954
756	7663	42953
757	7673	42941
758	7684	42937
759	7695	42930
760	7705	42922
761	7716	42915
762	7726	42904
763	7735	42887
764	7745	42879
765	7755	42868
766	7765	42856
767	7776	42850
768	7785	42835
769	7794	42820
770	7804	42810
771	7814	42798
772	7826	42796
773	7836	42786
774	7845	42773
775	7857	42770
776	7868	42765
777	7879	42758
778	7889	42747
779	7900	42744
780	7911	42738
781	7921	42726
782	7932	42719
783	7942	42711
784	7953	42704
785	7963	42696
786	7974	42689
787	7982	42669
788	7993	42664
789	8001	42643
790	8012	42633
791	8022	42622
792	8030	42604
793	8038	42579
794	8049	42573
795	8057	42557
796	8068	42547
797	8077	42534
798	8088	42528
799	8098	42518
800	8108	42506
801	8119	42499
802	8126	42475
803	8136	42464
804	8147	42460
805	8158	42452
806	8168	42443
807	8178	42431
808	8188	42422
809	8198	42407
810	8209	42403
811	8220	42396
812	8228	42377
813	8237	42362
814	8248	42356
815	8259	42348
816	8269	42337
817	8278	42322
818	8288	42310
819	8298	42301
820	8307	42288
821	8318	42281
822	8327	42266
823	8336	42248
824	8345	42233
825	8355	42224
826	8364	42204
827	8374	42195
828	8385	42188
829	8396	42184
830	8406	42176
831	8415	42160
832	8425	42148
833	8435	42138
834	8445	42126
835	8456	42118
836	8467	42114
837	8474	42090
838	8481	42064
839	8489	42041
840	8500	42035
841	8510	42026
842	8520	42016
843	8529	41998
844	8536	41974
845	8545	41961
846	8554	41945
847	8565	41938
848	8574	41923
849	8585	41916
850	8594	41904
851	8603	41888
852	8610	41862
853	8618	41841
854	8627	41827
855	8639	41823
856	8650	41816
857	8660	41807
858	8669	41792
859	8678	41779
860	8686	41758
861	8695	41742
862	8706	41736
863	8716	41727
864	8726	41716
865	8736	41704
866	8745	41688
867	8754	41674
868	8764	41664
869	8774	41651
870	8783	41637
871	8794	41631
872	8802	41611
873	8812	41600
874	8820	41584
875	8830	41573
876	8839	41557
877	8849	41545
878	8859	41536
879	8869	41526
880	8878	41509
881	8888	41501
882	8897	41486
883	8908	41478
884	8919	41471
885	8929	41462
886	8939	41454
887	8950	41447
888	8960	41437
889	8968	41418
890	8978	41407
891	8988	41397
892	8999	41389
893	9009	41380
894	9020	41372
895	9031	41367
896	9042	41361
897	9051	41346
898	9060	41332
899	9069	41316
900	9080	41309
901	9090	41300
902	9101	41293
903	9111	41285
904	9121	41274
905	9132	41267
906	9142	41256
907	9152	41245
908	9161	41232
909	9171	41221
910	9179	41203
911	9190	41195
912	9201	41189
913	9211	41178
914	9222	41173
915	9230	41154
916	9239	41140
917	9250	41133
918	9261	41125
919	9271	41116
920	9282	41110
921	9292	41100
922	9302	41091
923	9310	41072
924	9321	41064
925	9331	41056
926	9342	41048
927	9352	41039
928	9363	41031
929	9373	41022
930	9384	41013
931	9394	41004
932	9404	40994
933	9414	40983
934	9424	40973
935	9434	40961
936	9441	40941
937	9452	40933
938	9462	40921
939	9468	40897
940	9474	40867
941	9479	40838
942	9486	40811
943	9491	40782
944	9497	40753
945	9503	40727
946	9509	40698
947	9515	40670
948	9521	40643
949	9526	40615
950	9532	40587
951	9538	40560
952	9544	40531
953	9552	40515
954	9563	40507
955	9573	40497
956	9583	40488
957	9594	40480
958	9604	40471
959	9614	40461
960	9625	40453
961	9636	40449
962	9645	40434
963	9654	40421
964	9664	40412
965	9674	40401
966	9684	40389
967	9694	40380
968	9704	40371
969	9714	40362
970	9725	40354
971	9735	40343
972	9746	40337
973	9756	40326
974	9766	40316
975	9774	40299
976	9784	40290
977	9795	40283
978	9805	40273
979	9815	40263
980	9825	40254
981	9835	40243
982	9845	40234
983	9855	40223
984	9865	40215
985	9875	40204
986	9886	40196
987	9895	40182
988	9905	40173
989	9915	40163
990	9925	40151
991	9935	40140
992	9945	40131
993	9955	40122
994	9966	40115
995	9973	40094
996	9983	40085
997	9994	40077
998	10003	40063
999	10013	40055
1000	10022	40038
1001	10031	40024
1002	10040	40012
1003	10049	39996
1004	10059	39987
1005	10067	39969
1006	10078	39964
1007	10088	39955
1008	10099	39946
1009	10109	39937
1010	10120	39929
1011	10130	39921
1012	10140	39910
1013	10150	39902
1014	10161	39894
1015	10168	39873
1016	10178	39864
1017	10189	39856
1018	10198	39843
1019	10209	39835
1020	10218	39821
1021	10228	39813
1022	10239	39805
1023	10249	39795
1024	10260	39788
1025	10269	39777
1026	10279	39767
1027	10289	39758
1028	10300	39751
1029	10310	39741
1030	10321	39733
1031	10331	39724
1032	10341	39712
1033	10351	39704
1034	10362	39696
1035	10371	39683
1036	10381	39675
1037	10392	39666
1038	10402	39656
1039	10412	39647
1040	10423	39641
1041	10434	39634
1042	10442	39618
1043	10450	39601
1044	10457	39578
1045	10466	39563
1046	10477	39556
1047	10486	39543
1048	10494	39526
1049	10504	39517
1050	10515	39510
1051	10526	39503
1052	10536	39494
1053	10547	39487
1054	10557	39479
1055	10568	39470
1056	10577	39457
1057	10585	39439
1058	10595	39429
1059	10602	39410
1060	10614	39405
1061	10624	39398
1062	10633	39381
1063	10643	39372
1064	10653	39363
1065	10662	39350
1066	10673	39342
1067	10683	39332
1068	10693	39323
1069	10701	39305
1070	10712	39297
1071	10722	39290
1072	10733	39283
1073	10742	39268
1074	10753	39261
1075	10760	39242
1076	10771	39234
1077	10781	39226
1078	10790	39210
1079	10800	39201
1080	10810	39193
1081	10821	39185
1082	10831	39175
1083	10841	39166
1084	10852	39157
1085	10862	39148
1086	10872	39139
1087	10883	39131
1088	10892	39117
1089	10901	39104
1090	10911	39095
1091	10921	39084
1092	10931	39076
1093	10941	39064
1094	10951	39056
1095	10962	39047
1096	10970	39031
1097	10979	39017
1098	10989	39009
1099	11000	39001
1100	11008	38985
1101	11019	38977
1102	11028	38964
1103	11038	38955
1104	11049	38946
1105	11056	38927
1106	11066	38918
1107	11077	38910
1108	11086	38896
1109	11096	38887
1110	11103	38866
1111	11113	38855
1112	11123	38845
1113	11133	38837
1114	11143	38828
1115	11153	38819
1116	11164	38810
1117	11174	38802
1118	11182	38783
1119	11192	38774
1120	11201	38762
1121	11212	38753
1122	11222	38744
1123	11232	38733
1124	11243	38726
1125	11250	38708
1126	11261	38699
1127	11271	38689
1128	11281	38681
1129	11292	38672
1130	11300	38657
1131	11310	38647
1132	11319	38633
1133	11329	38624
1134	11339	38612
1135	11349	38603
1136	11358	38592
1137	11369	38583
1138	11379	38574
1139	11389	38565
1140	11400	38556
1141	11408	38540
1142	11418	38531
1143	11427	38519
1144	11435	38500
1145	11445	38491
1146	11455	38479
1147	11465	38469
1148	11475	38462
1149	11486	38456
1150	11494	38436
1151	11504	38428
1152	11514	38417
1153	11525	38413
1154	11536	38404
1155	11546	38396
1156	11557	38387
1157	11568	38381
1158	11577	38368
1159	11588	38362
1160	11599	38356
1161	11609	38346
1162	11618	38332
1163	11629	38325
1164	11639	38314
1165	11650	38307
1166	11660	38298
1167	11669	38285
1168	11680	38277
1169	11691	38271
1170	11699	38254
1171	11709	38247
1172	11717	38227
1173	11725	38212
1174	11735	38202
1175	11745	38193
1176	11756	38187
1177	11766	38177
1178	11777	38168
1179	11787	38159
1180	11796	38145
1181	11807	38138
1182	11817	38130
1183	11825	38114
1184	11835	38103
1185	11846	38095
1186	11856	38087
1187	11865	38073
1188	11876	38065
1189	11887	38058
1190	11896	38046
1191	11907	38038
1192	11917	38030
1193	11926	38018
1194	11936	38008
1195	11945	37994
1196	11956	37985
1197	11966	37976
1198	11976	37967
1199	11986	37957
1200	11996	37948
1201	12007	37940
1202	12014	37920
1203	12024	37912
1204	12035	37903
1205	12045	37893
1206	12055	37885
1207	12066	37877
1208	12075	37863
1209	12085	37855
1210	12096	37846
1211	12105	37835
1212	12116	37827
1213	12126	37817
1214	12136	37808
1215	12146	37798
1216	12156	37788
1217	12167	37780
1218	12177	37770
1219	12187	37762
1220	12198	37755
1221	12208	37745
1222	12219	37737
1223	12229	37728
1224	12239	37719
1225	12250	37710
1226	12260	37702
1227	12270	37691
1228	12281	37682
1229	12291	37674
1230	12298	37655
1231	12309	37647
1232	12320	37639
1233	12329	37629
1234	12340	37620
1235	12349	37608
1236	12360	37601
1237	12370	37590
1238	12380	37582
1239	12391	37574
1240	12402	37566
1241	12412	37558
1242	12423	37551
1243	12433	37541
1244	12444	37534
1245	12455	37527
1246	12466	37518
1247	12477	37513
1248	12488	37504
1249	12498	37495
1250	12508	37486
1251	12519	37478
1252	12529	37469
1253	12541	37463
1254	12551	37455
1255	12560	37442
1256	12571	37435
1257	12583	37429
1258	12593	37419
1259	12603	37411
1260	12614	37403
1261	12624	37393
1262	12635	37386
1263	12645	37377
1264	12655	37367
1265	12667	37360
1266	12677	37353
1267	12689	37347
1268	12699	37339
1269	12710	37331
1270	12722	37325
1271	12732	37316
1272	12743	37309
1273	12754	37302
1274	12763	37288
1275	12774	37282
1276	12785	37273
1277	12795	37264
1278	12805	37255
1279	12816	37247
1280	12826	37238
1281	12837	37230
1282	12848	37222
1283	12858	37213
1284	12868	37204
1285	12879	37195
1286	12889	37186
1287	12899	37176
1288	12910	37168
1289	12920	37158
1290	12930	37150
1291	12941	37141
1292	12951	37131
1293	12961	37122
1294	12972	37113
1295	12981	37102
1296	12992	37094
1297	13003	37086
1298	13013	37076
1299	13024	37068
1300	13034	37060
1301	13045	37051
1302	13055	37043
1303	13066	37035
1304	13076	37026
1305	13087	37018
1306	13098	37010
1307	13108	37000
1308	13119	36992
1309	13129	36984
1310	13139	36973
1311	13150	36964
1312	13160	36956
1313	13169	36943
1314	13181	36937
1315	13191	36928
1316	13202	36921
1317	13212	36911
1318	13223	36904
1319	13234	36896
1320	13244	36886
1321	13255	36877
1322	13265	36869
1323	13276	36860
1324	13286	36850
1325	13297	36843
1326	13304	36824
1327	13315	36816
1328	13325	36809
1329	13335	36799
1330	13346	36791
1331	13357	36783
1332	13367	36773
1333	13378	36765
1334	13389	36759
1335	13400	36751
1336	13410	36740
1337	13421	36734
1338	13432	36726
1339	13443	36719
1340	13454	36712
1341	13465	36704
1342	13476	36696
1343	13487	36690
1344	13498	36682
1345	13509	36675
1346	13520	36667
1347	13531	36659
1348	13542	36652
1349	13553	36644
1350	13564	36636
1351	13575	36629
1352	13583	36614
1353	13594	36607
1354	13606	36601
1355	13617	36593
1356	13628	36585
1357	13638	36577
1358	13650	36571
1359	13661	36563
1360	13671	36555
1361	13682	36547
1362	13693	36539
1363	13703	36528
1364	13714	36523
1365	13726	36515
1366	13735	36505
1367	13746	36496
1368	13756	36487
1369	13767	36478
1370	13777	36468
1371	13789	36462
1372	13799	36453
1373	13809	36444
1374	13821	36438
1375	13830	36424
1376	13842	36419
1377	13850	36405
1378	13861	36398
1379	13872	36389
1380	13882	36380
1381	13893	36373
1382	13905	36366
1383	13915	36357
1384	13927	36351
1385	13935	36335
1386	13946	36328
1387	13954	36313
1388	13965	36306
1389	13974	36292
1390	13984	36284
1391	13994	36272
1392	14005	36264
1393	14015	36254
1394	14025	36245
1395	14032	36226
1396	14037	36203
1397	14042	36180
1398	14050	36166
1399	14061	36157
1400	14069	36142
1401	14077	36127
1402	14086	36115
1403	14095	36101
1404	14104	36088
1405	14114	36078
1406	14123	36066
1407	14132	36054
1408	14142	36042
1409	14149	36026
1410	14158	36012
1411	14167	35999
1412	14177	35990
1413	14188	35982
1414	14198	35973
1415	14209	35966
1416	14219	35955
1417	14230	35947
1418	14241	35938
1419	14250	35927
1420	14259	35913
1421	14268	35901
1422	14277	35890
1423	14287	35879
1424	14297	35870
1425	14306	35857
1426	14316	35845
1427	14326	35836
1428	14336	35827
1429	14347	35818
1430	14357	35809
1431	14366	35796
1432	14377	35787
1433	14387	35778
1434	14397	35766
1435	14407	35758
1436	14416	35746
1437	14425	35731
1438	14435	35722
1439	14444	35711
1440	14455	35702
1441	14467	35696
1442	14476	35684
1443	14485	35671
1444	14492	35654
1445	14498	35635
1446	14504	35614
1447	14510	35595
1448	14516	35574
1449	14521	35553
1450	14528	35535
1451	14534	35514
1452	14540	35494
1453	14546	35474
1454	14552	35456
1455	14563	35448
1456	14573	35437
1457	14583	35428
1458	14593	35418
1459	14603	35407
1460	14611	35392
1461	14618	35375
1462	14627	35364
1463	14638	35356
1464	14648	35347
1465	14659	35339
1466	14670	35330
1467	14678	35317
1468	14691	35314
1469	14703	35308
1470	14713	35298
1471	14724	35290
1472	14734	35279
1473	14744	35269
1474	14755	35262
1475	14765	35254
1476	14776	35246
1477	14787	35236
1478	14797	35228
1479	14807	35217
1480	14818	35209
1481	14829	35201
1482	14839	35192
1483	14850	35183
1484	14860	35174
1485	14870	35165
1486	14881	35157
1487	14891	35148
1488	14902	35139
1489	14913	35130
1490	14922	35118
1491	14932	35109
1492	14943	35101
1493	14953	35091
1494	14964	35083
1495	14974	35074
1496	14985	35065
1497	14995	35057
1498	15006	35048
1499	15016	35038
1500	15025	35026
1501	15033	35010
1502	15041	34997
1503	15052	34988
1504	15062	34978
1505	15072	34969
1506	15083	34961
1507	15093	34952
1508	15104	34943
1509	15115	34935
1510	15125	34924
1511	15135	34916
1512	15146	34908
1513	15154	34892
1514	15164	34883
1515	15174	34873
1516	15184	34863
1517	15195	34854
1518	15205	34845
1519	15215	34835
1520	15226	34826
1521	15234	34812
1522	15245	34806
1523	15255	34795
1524	15266	34787
1525	15275	34776
1526	15285	34766
1527	15296	34757
1528	15306	34747
1529	15316	34737
1530	15327	34728
1531	15336	34717
1532	15346	34708
1533	15358	34701
1534	15368	34691
1535	15378	34682
1536	15389	34674
1537	15400	34665
1538	15409	34654
1539	15420	34646
1540	15429	34632
1541	15439	34624
1542	15450	34616
1543	15459	34604
1544	15470	34596
1545	15481	34587
1546	15491	34578
1547	15502	34569
1548	15513	34561
1549	15522	34550
1550	15533	34541
1551	15542	34530
1552	15552	34520
1553	15563	34512
1554	15573	34503
1555	15584	34493
1556	15595	34485
1557	15605	34476
1558	15616	34467
1559	15626	34459
1560	15637	34451
1561	15648	34441
1562	15658	34432
1563	15669	34424
1564	15680	34416
1565	15689	34404
1566	15700	34395
1567	15708	34382
1568	15719	34374
1569	15729	34365
1570	15739	34355
1571	15750	34347
1572	15761	34337
1573	15771	34329
1574	15782	34320
1575	15792	34310
1576	15802	34301
1577	15813	34292
1578	15823	34283
1579	15834	34274
1580	15845	34265
1581	15852	34250
1582	15863	34241
1583	15873	34232
1584	15884	34223
1585	15894	34213
1586	15904	34204
1587	15915	34195
1588	15924	34184
1589	15935	34175
1590	15945	34167
1591	15956	34157
1592	15966	34148
1593	15977	34139
1594	15987	34130
1595	15998	34121
1596	16008	34112
1597	16017	34100
1598	16028	34091
1599	16038	34082
1600	16048	34072
1601	16059	34063
1602	16068	34050
1603	16078	34041
1604	16089	34032
1605	16099	34023
1606	16109	34014
1607	16120	34005
1608	16129	33993
1609	16140	33985
1610	16151	33976
1611	16161	33967
1612	16170	33956
1613	16181	33946
1614	16191	33937
1615	16201	33927
1616	16212	33919
1617	16223	33910
1618	16232	33899
1619	16243	33890
1620	16253	33881
1621	16263	33870
1622	16274	33861
1623	16283	33849
1624	16293	33839
1625	16303	33829
1626	16313	33820
1627	16324	33811
1628	16334	33802
1629	16344	33791
1630	16355	33783
1631	16363	33769
1632	16374	33761
1633	16383	33750
1634	16393	33740
1635	16405	33733
1636	16415	33724
1637	16425	33714
1638	16435	33704
1639	16446	33695
1640	16457	33686
1641	16468	33678
1642	16477	33667
1643	16488	33658
1644	16498	33648
1645	16508	33639
1646	16519	33629
1647	16529	33620
1648	16539	33611
1649	16551	33603
1650	16562	33596
1651	16573	33588
1652	16584	33579
1653	16595	33571
1654	16606	33563
1655	16616	33553
1656	16625	33542
1657	16637	33536
1658	16647	33525
1659	16658	33516
1660	16668	33507
1661	16678	33498
1662	16689	33490
1663	16699	33479
1664	16710	33470
1665	16721	33462
1666	16731	33452
1667	16740	33441
1668	16750	33431
1669	16760	33420
1670	16770	33411
1671	16781	33401
1672	16791	33392
1673	16801	33382
1674	16811	33372
