iter	F1	Logloss
311	0.8019151154	0.4451365832
312	0.8021160641	0.4449955456
313	0.8021305266	0.4448553021
314	0.8023067188	0.4446963719
315	0.8022391196	0.4445522977
316	0.8022397222	0.4443995341
317	0.8024448201	0.4442613929
318	0.8022903495	0.4441093301
319	0.802293966	0.4439585754
320	0.8024906318	0.4438244985
321	0.8024785756	0.4436736503
322	0.8024948516	0.443522335
323	0.8027994048	0.4433933035
324	0.8026263249	0.4432711861
325	0.8026474274	0.4431053886
326	0.8028078462	0.4429704241
327	0.8029163755	0.4428100458
328	0.8029417028	0.4426676533
329	0.8028681468	0.4425237192
330	0.8029875372	0.4423745996
331	0.8032684378	0.4422508938
332	0.8033745125	0.4421141541
333	0.8033944204	0.4419721821
334	0.803046044	0.4418268932
335	0.803236547	0.441700291
336	0.8033396223	0.4415635046
337	0.8033378124	0.4414412003
338	0.8034601835	0.4413194099
339	0.8035686673	0.441184025
340	0.8036753297	0.4410233663
341	0.8033987513	0.4409130682
342	0.8035078535	0.44078086
343	0.80368921	0.4406592565
344	0.8035181123	0.4405178451
345	0.8036453105	0.4403891406
346	0.8036416893	0.4402512797
347	0.8038471673	0.4401319653
348	0.8038350949	0.4400048959
349	0.804032676	0.4398717534
350	0.8040199989	0.4397595866
351	0.8040284502	0.4396162131
352	0.8040097367	0.4394881627
353	0.8041242034	0.4393692687
354	0.8042302076	0.4392335101
355	0.804131448	0.4391072816
356	0.804127222	0.4389859117
357	0.8042169252	0.4388473033
358	0.8042543585	0.4387229902
359	0.8044349359	0.4385994713
360	0.8044651289	0.4384760458
361	0.8044983438	0.4383536481
362	0.8045801599	0.4382400798
363	0.8048406259	0.4381117491
364	0.8048442499	0.4380005167
365	0.8047642865	0.4378701304
366	0.8048823041	0.4377541796
367	0.8048101928	0.4376464977
368	0.8048859284	0.4375250343
369	0.8048144213	0.4374163713
370	0.8049149247	0.4373080353
371	0.8049384858	0.4371998395
372	0.8051340213	0.4370733774
373	0.8051267708	0.4369616311
374	0.8052465748	0.4368227424
375	0.8050782525	0.4367200124
376	0.8050782525	0.4365885984
377	0.8051890087	0.4364547084
378	0.8052931066	0.4363457184
379	0.8055805478	0.4362181819
380	0.8055980769	0.4360968119
381	0.8056125843	0.4359667527
382	0.8056391827	0.4358430936
383	0.8058061672	0.4357354117
384	0.8057311454	0.4356117059
385	0.805549625	0.4355118256
386	0.8060142111	0.4354034429
387	0.8061182157	0.435288333
388	0.8062953476	0.4351759327
389	0.8064772648	0.4350658215
390	0.8064192733	0.4349567847
391	0.8064247165	0.4348508313
392	0.8064362081	0.434736609
393	0.8064464904	0.4346121091
394	0.8067377652	0.434502138
395	0.8065504498	0.4343895041
396	0.8066677064	0.4342956035
397	0.8067680137	0.4341882019
398	0.8067722487	0.4340845376
399	0.8066937203	0.4339676524
400	0.8066967453	0.433864829
401	0.8066048935	0.4337514009
402	0.8067118705	0.4336299843
403	0.8068194414	0.433527955
404	0.8068309378	0.4334210205
405	0.8069927956	0.4332973615
406	0.8070985146	0.4331979951
407	0.8069469707	0.4331011981
408	0.8068696653	0.4329888912
409	0.806880558	0.4328800881
410	0.8069802552	0.4327781056
411	0.8068920562	0.4326763566
412	0.8069869125	0.4325755888
413	0.8069935698	0.4324698222
414	0.8070956768	0.4323716237
415	0.8069205006	0.4322539444
416	0.8069422892	0.43214089
417	0.8068631538	0.4320514276
418	0.8070498591	0.4319584614
419	0.8069677106	0.4318657755
420	0.8069907124	0.4317425369
421	0.8070131101	0.4316352287
422	0.8071019186	0.4315312841
423	0.8071327942	0.4314379908
424	0.8072294616	0.4313401194
425	0.8073370154	0.4312460787
426	0.8072815346	0.4311504497
427	0.8075642025	0.4310540264
428	0.8075811605	0.4309483066
429	0.8075702588	0.4308662721
430	0.8075775265	0.4307586369
431	0.8074302749	0.4306386217
432	0.8076144728	0.4305435065
433	0.8077413833	0.4304453081
434	0.8077183642	0.4303589757
435	0.8078143689	0.430249425
436	0.807748047	0.4301541697
437	0.8078361776	0.4300376116
438	0.8081132134	0.4299353488
439	0.8080396634	0.4298464002
440	0.8081707774	0.4297151263
441	0.8079891243	0.4296234215
442	0.8079106994	0.4295319035
443	0.8079179706	0.4294266041
444	0.8080400257	0.4293216317
445	0.8081402545	0.42922661
446	0.8081384363	0.4291347183
447	0.8081444968	0.4290370337
448	0.8082410772	0.4289400966
449	0.8078910393	0.4288625002
450	0.8079985681	0.4287410368
451	0.8081917716	0.4286545175
452	0.8081954084	0.4285701472
453	0.808486333	0.4284693326
454	0.8088694096	0.428352681
455	0.8085421101	0.4282615368
456	0.8086368399	0.4281781942
457	0.8085639379	0.4280832192
458	0.8085669697	0.4280028198
459	0.8085833415	0.4279080317
460	0.8087612705	0.4278106741
461	0.8087782506	0.4277368618
462	0.8088559765	0.4276574434
463	0.8084320392	0.4275698029
464	0.808500724	0.4274769301
465	0.8085013303	0.4273855056
466	0.80852316	0.4272976315
467	0.8087411445	0.4271840165
468	0.8088346539	0.4271036638
469	0.8087532747	0.427017565
470	0.8087581269	0.4269336618
471	0.8088674078	0.42684789
472	0.8088692275	0.4267698732
473	0.809058031	0.4266773274
474	0.8090574243	0.4265827728
475	0.8090750173	0.4265080262
476	0.8090689507	0.4264059969
477	0.8089791045	0.4263282604
478	0.8089809244	0.4262346401
479	0.8091624238	0.4261368621
480	0.8093499386	0.4260512772
481	0.8091806248	0.4259784459
482	0.8093693549	0.42589515
483	0.8094712859	0.4257994743
484	0.8094737132	0.4257166923
485	0.8093820973	0.4256344709
486	0.8094852429	0.4255450085
487	0.8095028415	0.4254447078
488	0.8094027288	0.4253586089
489	0.8095944457	0.4252631667
490	0.8094276093	0.4251910362
491	0.809433071	0.4251218488
492	0.8095422894	0.4250320593
493	0.8097358069	0.4249543695
494	0.8097485539	0.424866402
495	0.809757052	0.4247881515
496	0.8096812399	0.4247065375
497	0.8096873101	0.4246096938
498	0.8097904395	0.4245213993
499	0.809892343	0.4244427284
500	0.8098092591	0.4243328508
501	0.8099924133	0.4242573566
502	0.8101082587	0.4241669598
503	0.8100197359	0.4240868874
504	0.8099421292	0.4239923796
505	0.8099397004	0.4239245002
506	0.8100428098	0.4238339166
507	0.8098754382	0.4237601042
508	0.810061027	0.423671109
509	0.8101714136	0.4235822071
510	0.8100871397	0.4234990047
511	0.8101847746	0.4234070196
512	0.8101902405	0.4233372715
513	0.8101963139	0.4232450528
514	0.8102078536	0.4231651206
515	0.8102139273	0.4230905608
516	0.8104134155	0.423022915
517	0.8104030891	0.4229493362
518	0.8103376708	0.4228797751
519	0.8102673794	0.4227931624
520	0.8101121768	0.4227068766
521	0.8101364752	0.4226347928
522	0.8099520603	0.422558411
523	0.8104905685	0.4224816088
524	0.8102541792	0.4224034518
525	0.8102681529	0.4223308074
526	0.8102499265	0.4222353652
527	0.8103530389	0.4221722042
528	0.8103475707	0.4221014285
529	0.8102827347	0.4220055191
530	0.8102991398	0.4219196538
531	0.8105792822	0.4218345828
532	0.81058779	0.4217598828
533	0.8106102758	0.4216855566
534	0.8106957316	0.4216151078
535	0.8105302763	0.4215304572
536	0.8106102758	0.421454636
537	0.8105345304	0.421382739
538	0.8104472245	0.4213152334
539	0.8105643107	0.4212504374
540	0.8105600563	0.4211578916
541	0.8106546434	0.4210867888
542	0.8106655841	0.4209927015
543	0.8108383088	0.420916927
544	0.8107577276	0.4208463848
545	0.8107577276	0.4207810282
546	0.8106892899	0.4207174468
547	0.8107869055	0.4206347582
548	0.8109748043	0.4205621138
549	0.8110723825	0.4204901234
550	0.8110614389	0.4204173855
551	0.8112583812	0.4203522157
552	0.8111638682	0.4202538771
553	0.8110881905	0.4201859044
554	0.8111869734	0.4201130263
555	0.8111131197	0.4200479967
556	0.8111222406	0.4199738573
557	0.8111277132	0.4199064452
558	0.811313717	0.4198314182
559	0.8113368264	0.4197391995
560	0.8113307449	0.4196622104
561	0.8112544724	0.4195972275
562	0.8114392373	0.4195301423
563	0.8114331553	0.4194568905
564	0.8114514015	0.4193820504
565	0.8114659991	0.4193065095
566	0.8114757311	0.4192306884
567	0.8115799576	0.4191636032
568	0.8115183114	0.4190838578
569	0.8117109409	0.4190084571
570	0.8117291929	0.4189298329
571	0.8117456204	0.418860739
572	0.8118346168	0.4187880011
573	0.8118504371	0.4187202619
574	0.8119546339	0.4186556527
575	0.8121374313	0.4185858113
576	0.8121416914	0.4185036834
577	0.8121459515	0.4184359909
578	0.8122428092	0.4183710547
579	0.8123414804	0.4182969153
580	0.8124504875	0.4182327733
581	0.8126270721	0.4181725555
582	0.8126270721	0.4181114968
583	0.8126654256	0.4180156342
584	0.8127500466	0.4179479417
585	0.8127512642	0.4178888918
586	0.8125929675	0.4178220403
587	0.8127664853	0.4177492557
588	0.812960653	0.4176893182
589	0.8130537602	0.4176114415
590	0.8129868376	0.4175286128
591	0.8129917093	0.4174560618
592	0.8133598039	0.4173913125
593	0.813093953	0.4173192286
594	0.8131827861	0.4172612999
595	0.8131736507	0.4171971112
596	0.8132728242	0.4171208229
597	0.8132850055	0.4170293516
598	0.8133713765	0.4169654432
599	0.8132077572	0.4168922382
600	0.8134906276	0.4168162768
601	0.813420716	0.4167234041
602	0.8134261985	0.4166455741
603	0.8135369264	0.4165565788
604	0.8135466742	0.4164870177
605	0.8135478927	0.4164327796
606	0.8135442372	0.4163717209
607	0.8136336307	0.4163070183
608	0.8135442372	0.4162360089
609	0.8135631241	0.4161644857
610	0.813473717	0.4160856747
611	0.8135740911	0.4160240086
612	0.813492604	0.415959633
613	0.8134974783	0.4158904456
614	0.8136842026	0.4158256496
615	0.8136094312	0.4157712714
616	0.8135322088	0.4157054009
617	0.8136289305	0.4156469116
618	0.8136338054	0.4155931874
619	0.8135571922	0.4155229255
620	0.8136405086	0.4154531775
621	0.813483003	0.4153822149
622	0.813483003	0.4153214365
623	0.8135730362	0.4152560331
624	0.8134945812	0.4151778761
625	0.8135986316	0.415086545
626	0.813518348	0.4150111443
627	0.8136959664	0.4149391071
628	0.813730098	0.4148848691
629	0.8137361932	0.4148292762
630	0.8138292511	0.4147598085
631	0.813833518	0.4146930037
632	0.8136516557	0.4146189577
633	0.8139271729	0.4145455658
634	0.8138469286	0.41446853
635	0.8138713126	0.4143928023
636	0.8138816763	0.4143312297
637	0.8138822859	0.4142619956
638	0.8138865534	0.4142033661
639	0.8139838689	0.4141423074
640	0.8139844786	0.4140793801
641	0.8140951957	0.4140087444
642	0.814016183	0.4139368942
643	0.8140970249	0.4138806473
644	0.8142010242	0.4138235128
645	0.8141421477	0.4137551663
646	0.8140484997	0.4136896695
647	0.8142400519	0.4136265553
648	0.814255908	0.4135525093
649	0.814255908	0.4134805656
650	0.8143714883	0.4134147885
651	0.8140972845	0.4133511604
652	0.8141958138	0.4132954741
653	0.8142049622	0.4132385265
654	0.8142153306	0.4131627053
655	0.8141308274	0.4131112703
656	0.814133267	0.4130354958
657	0.8141430255	0.41296159
658	0.814236678	0.4128989897
659	0.8141509545	0.4128237758
660	0.814250097	0.4127681362
661	0.8141680328	0.4127117959
662	0.8142616865	0.4126512044
663	0.8144385854	0.4125990686
664	0.8145322006	0.4125360478
665	0.8145291503	0.4124636369
666	0.8144471258	0.412412996
667	0.814536471	0.4123532454
668	0.8144605468	0.4122958773
669	0.8144709179	0.4122272505
670	0.8144806791	0.4121748811
671	0.8144837296	0.4121065346
672	0.814595651	0.4120437474
673	0.8145160657	0.41197456
674	0.8147045112	0.4119115392
675	0.8147057316	0.4118594501
676	0.8147252585	0.4117934861
677	0.8148904653	0.4117270083
678	0.8149081631	0.411663894
679	0.8149950189	0.4116072267
680	0.8150029529	0.4115250988
681	0.8151099371	0.4114486703
682	0.8150389629	0.4113694388
683	0.8151410667	0.4113041289
684	0.8151587689	0.4112246171
685	0.8153427975	0.4111743499
686	0.8154350978	0.4111138985
687	0.8154418136	0.4110625569
688	0.8156349248	0.4110071976
689	0.815642252	0.4109386176
690	0.8157491705	0.4108800815
691	0.8158395895	0.4108180418
692	0.8158493604	0.4107592722
693	0.8158450856	0.4106954572
694	0.8158536352	0.4106369679
695	0.8158566887	0.410568528
696	0.8160466507	0.4105145702
697	0.8160417647	0.4104531378
698	0.8160545907	0.4103736727
699	0.8160619201	0.4103159776
700	0.8161559669	0.4102728114
701	0.8161626859	0.4102140885
702	0.8161706267	0.4101497597
703	0.8162603857	0.4100904295
704	0.816259164	0.4100403492
705	0.816283599	0.4099822804
706	0.8163849535	0.4099295839
707	0.8165784622	0.4098729166
708	0.8166712265	0.4098028883
709	0.8165900715	0.4097368309
710	0.8165815173	0.4096822191
711	0.816503404	0.409619245
712	0.816499127	0.4095657544
713	0.816507681	0.4095156741
714	0.816680392	0.4094605952
715	0.8165870164	0.4093899596
716	0.816602292	0.409340253
717	0.8165137911	0.4092810163
718	0.8166218457	0.4092152859
719	0.8167231673	0.4091588989
720	0.8167372231	0.4090946634
721	0.8165565646	0.4090369216
722	0.8167384453	0.4089805346
723	0.8166536225	0.4089316222
724	0.8168379227	0.4088856997
725	0.816827533	0.4088296864
726	0.8167439455	0.4087736731
727	0.8168348669	0.4086956562
728	0.8168415898	0.408644408
729	0.8168434233	0.4085890021
730	0.8169288314	0.4085364925
731	0.8170288957	0.4084845903
732	0.8170356193	0.408426428
733	0.8169667272	0.408365416
734	0.8169765073	0.4083071603
735	0.8172503849	0.4082591823
736	0.8174204747	0.4082174176
737	0.8173571401	0.4081647212
738	0.8175345418	0.408108848
739	0.8174314795	0.408050966
740	0.8176180258	0.4079830867
741	0.8175388218	0.4079243171
742	0.817548605	0.4078785348
743	0.8177253442	0.4078162614
744	0.817817975	0.4077756179
745	0.8179228244	0.4077185301
746	0.8179179319	0.4076632176
747	0.8177571433	0.4076160337
748	0.8179405603	0.4075676352
749	0.817835098	0.4075188163
750	0.8178332634	0.4074572437
751	0.8177498048	0.4074080511
752	0.8176681675	0.4073575036
753	0.8177644819	0.4073122351
754	0.8178613955	0.4072459442
755	0.8177889448	0.4071695157
756	0.8179735878	0.4071177536
757	0.8178054581	0.4070659448
758	0.8178109627	0.4070124542
759	0.817996831	0.4069636353
760	0.818006618	0.4069021094
761	0.8179292875	0.4068541314
762	0.8179409098	0.4068014349
763	0.8180384274	0.4067545781
764	0.8180537213	0.406701508
765	0.8180592272	0.4066169975
766	0.8180794162	0.4065396347
767	0.8180861461	0.4064808651
768	0.8180259461	0.4064322797
769	0.8180241106	0.406375519
770	0.8178449356	0.4063216079
771	0.8180124859	0.4062719948
772	0.8180290052	0.4062109361
773	0.8181253041	0.4061588003
774	0.8182252622	0.4060946116
775	0.8181565108	0.4060276198
776	0.8182393364	0.4059686634
777	0.8182375006	0.405922881
778	0.8183362236	0.405872754
779	0.8185986579	0.405821973
780	0.8186875381	0.4057733409
781	0.8186090625	0.4057199438
782	0.8186084505	0.4056734607
783	0.8187040637	0.4056270243
784	0.8188057857	0.405585026
785	0.8189847079	0.4055179876
786	0.8189019868	0.4054717848
787	0.8189081083	0.4054208636
788	0.8190073584	0.4053660182
789	0.8190098072	0.4053103786
790	0.8190220513	0.4052620736
791	0.8190226635	0.4052133014
792	0.8191219026	0.4051561201
793	0.8191176169	0.4051101042
794	0.8191304743	0.4050546982
795	0.8192223544	0.4050060662
796	0.8191304743	0.4049515945
797	0.8191445566	0.4048987112
798	0.8191549657	0.4048509668
799	0.819163538	0.4048066326
800	0.8191721105	0.4047402015
801	0.8192774645	0.4046963813
802	0.8192897122	0.4046337809
803	0.8193834198	0.404585943
804	0.8193809702	0.4045268464
805	0.8194814022	0.4044627979
806	0.819395056	0.4044150534
807	0.8193975058	0.4043556298
808	0.8195726351	0.4043057831
809	0.8195830475	0.4042504706
810	0.8197667012	0.4041958588
811	0.8198523833	0.4041373228
812	0.8195934601	0.4040912134
813	0.8196969322	0.4040340789
814	0.8198010055	0.4039834847
815	0.8199692954	0.403927378
816	0.8198897517	0.4038759896
817	0.8199889001	0.4038194157
818	0.8200825224	0.4037709705
819	0.820081297	0.4037307008
820	0.8199993155	0.4036766496
821	0.8200097312	0.4036362396
822	0.8201198983	0.4035837768
823	0.8201284769	0.4035396762
824	0.8198579816	0.4034878674
825	0.8199522442	0.4034458691
826	0.8200391415	0.4034095236
827	0.8201468601	0.4033465495
828	0.8202447627	0.403295348
829	0.8202459883	0.403240596
830	0.8202606964	0.403184536
831	0.8202668249	0.4031338951
832	0.8202876625	0.403062185
833	0.8201188051	0.4029992577
834	0.8203892331	0.4029598288
835	0.8203855556	0.4029061046
836	0.8203060495	0.4028583602
837	0.8203097271	0.4028142596
838	0.8204907921	0.4027752512
839	0.8204883403	0.4027283476
840	0.8205911136	0.4026747169
841	0.8206773234	0.4026215066
842	0.8207042975	0.4025804426
843	0.8206223782	0.4025440503
844	0.8207098151	0.4024989687
845	0.8208039832	0.4024492155
846	0.8208101143	0.4023946504
847	0.8206377048	0.4023488213
848	0.8207306602	0.4022999089
849	0.8208285081	0.4022526784
850	0.8207637692	0.4021863874
851	0.8207760325	0.4021477994
852	0.8207717403	0.4021095385
853	0.8206990172	0.4020623546
854	0.8206996304	0.4020130218
855	0.8207864566	0.4019516828
856	0.8209723348	0.401903331
857	0.8208898268	0.4018541851
858	0.8209045447	0.4018054129
859	0.82091681	0.4017498667
860	0.8209303022	0.4017074013
861	0.8210189441	0.4016521822
862	0.8210312106	0.4016038771
863	0.8211296539	0.4015616919
864	0.8212274718	0.4014997923
865	0.8212348328	0.4014364445
866	0.8210673989	0.4013972492
867	0.8210821204	0.4013391804
868	0.8211609369	0.4012960609
869	0.8211744323	0.4012367307
870	0.8211787264	0.4011959938
871	0.8210950022	0.4011423163
872	0.8211035903	0.40107724
873	0.8212081727	0.4010323452
874	0.8212112402	0.4009896462
875	0.8212026514	0.4009459661
876	0.821297406	0.4009011648
877	0.8213829452	0.4008595402
878	0.8213817182	0.4008162806
879	0.8215644152	0.4007653594
880	0.8214789018	0.4007121491
881	0.8215877317	0.4006647784
882	0.8215901862	0.4006116148
883	0.8216947102	0.4005577505
